央视,#genre#
汉中教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
佛坪综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
镇巴综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
略阳综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
西乡融媒,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
置业频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
奕坦春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
广西卫视,http://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8
深圳卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
北京卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226719/1.m3u8
东方卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226734/1.m3u8
天津卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226686/1.m3u8
重庆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226680/1.m3u8
黑龙江卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226716/1.m3u8
吉林卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226671/1.m3u8
辽宁卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226689/1.m3u8
内蒙古卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226685/1.m3u8
宁夏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226691/1.m3u8
甘肃卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226662/1.m3u8
青海卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226696/1.m3u8
陕西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226707/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226665/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226684/1.m3u8
山西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226704/1.m3u8
山东卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226693/1.m3u8
安徽卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226655/1.m3u8
安设卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226664/1.m3u8
河南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226687/1.m3u8
河南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226668/1.m3u8
湖北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226713/1.m3u8
湖南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226698/1.m3u8
江西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226682/1.m3u8
江西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226726/1.m3u8
江苏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226692/1.m3u8
浙江卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226690/1.m3u8
东南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226675/1.m3u8
东南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226670/1.m3u8
厦门卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226695/1.m3u8
深圳卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226688/1.m3u8
广西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226681/1.m3u8
云南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226709/1.m3u8
贵州卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226676/1.m3u8
贵州卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226672/1.m3u8
四川卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226697/1.m3u8
四川卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226659/1.m3u8
新疆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226700/1.m3u8
兵团卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226661/1.m3u8
西藏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226710/1.m3u8
海南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226683/1.m3u8
海南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226679/1.m3u8
北京纪实科教,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226656/1.m3u8
北京纪实科教,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226658/1.m3u8
北京卡酷少儿,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226677/1.m3u8
北京体育休闲,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226730/1.m3u8
哈哈炫动,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226703/1.m3u8
山东教育卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226701/1.m3u8
金鹰卡通,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226674/1.m3u8
哒啵电竞,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226891/1.m3u8
哒啵电竞,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226905/1.m3u8
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
青海频道,http://stream.qhbtv.com/qhws/sd/live.m3u8
河北频道,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3944fff7fdd8f8caf6adce2c9a0ef126
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
亳州新闻频道,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.M3U8
亳州农村频道,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.M3U8
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
万州科教频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
綦江综合频道,http://113.207.29.195:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
敦煌综合频道,http://live.todaydunhuang.com:1935/live/live100/500K/tzwj_video.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河北经济,http://hbfc.chinashadt.com:2036/live/6.stream/playlist.m3u8
张家口一套,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
阜城综合频道,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
沧县电视综合,http://hebcx.chinashadt.com:2036/live/10001.stream/playlist.m3u8
沧县电视二套,http://hebcx.chinashadt.com:2036/live/10002.stream/playlist.m3u8
鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8
伊春综合频道,http://ms3.yichuntv.com/dd6b4a0b336b4aa8a8ef822b97938029/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
武汉新闻综合,http://live.appwuhan.com/1tzb/sd/live.m3u8
武汉电视剧,http://live.appwuhan.com/2tzb/sd/live.m3u8
武汉科教生活,http://live.appwuhan.com/3tzb/sd/live.m3u8
武汉经济频道,http://live.appwuhan.com/4tzb/sd/live.m3u8
武汉文体频道,http://live.appwuhan.com/5tzb/sd/live.m3u8
武汉海外频道,http://live.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿频道,http://live.appwuhan.com/7tzb/sd/live.m3u8
睛彩武汉频道,http://live.appwuhan.com/8tzb/sd/live.m3u8
武汉教育频道,http://live.appwuhan.com/jyzb/sd/live.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港社会生活,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
泰兴新闻频道,http://sj.smarttaixing.com:1935/live/_definst_/txzb/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8
栖霞新闻频道,http://pili-live-hls.140.i2863.com/i2863-140/live_140_236499.m3u8
济宁教育频道,http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JTV3/index.m3u8
济宁图文频道,http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8
东营综合频道,http://stream.hhek.cn/xwzh/sd/live.m3u8
东营公共频道,http://stream.hhek.cn/ggpd/sd/live.m3u8
东营科教频道,http://stream.hhek.cn/dyjy/sd/live.m3u8
新泰综合频道,http://111.17.214.4:1935/live/xtzh/playlist.m3u8
新泰综合频道,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
新泰乡村党建,http://111.17.214.4:1935/live/xtxc/playlist.m3u8
新泰乡村党建,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
新泰生活频道,http://111.17.214.4:1935/live/xtsh/playlist.m3u8
新泰生活频道,http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8
新泰影视频道,http://111.17.214.4:1935/live/xtys/playlist.m3u8
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
黄岛新闻频道,http://xhalive.qwmedia.cn/hdratv-live/xha-xwpd.flv
黄岛生活频道,http://xhalive.qwmedia.cn/hdratv-live/xha-shpd.flv
黄岛教育频道,http://xhalive.qwmedia.cn/hdratv-live/xha-jypd.flv
黄岛房车频道,http://xhalive.qwmedia.cn/hdratv-live/xha-fcpd.flv
黄岛健康频道,http://xhalive.qwmedia.cn/hdratv-live/xha-jkpd.flv
黄岛影视频道,http://xhalive.qwmedia.cn/hdratv-live/xha-yspd.flv
临县电视台,http://hgwfkx5eb6j8bf3pd0c.exp.bcelive.com/lss-hipjx2r38fk0zcb4/live.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
上虞频道,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
馀姚频道,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
余姚幸福生活,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞经济文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
北京冬奥纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
北碚综合频道,http://222.178.181.121:12034/beibei01.m3u8
吉林乡村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林公共新闻,http://stream1.jlntv.cn/ggpd/sd/live.m3u8?_upt=b95938311531576098
吉林山村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8?_upt=ed8b01841531576074
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8?_upt=212b47d81531576020
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8?_upt=4f4899d21531575987
哈哈炫动卫视,http://210.210.155.35/qwr9ew/s/s50/index.m3u8
唯心电视台wxtv,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
山西卫视,http://125.210.152.10:8060/live/SXWS.m3u8
文山综合[1920*1080],http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
张家界1,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
江苏新闻广播,http://lzlive.vojs.cn/5Fo8mMX/92/live.m3u8
江苏经典流行音乐广播,http://lzlive.vojs.cn/2wtSfrS/92/live.m3u8
江苏金陵之声,http://lzlive.vojs.cn/Hd2hIgM/92/live.m3u8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
越南ANTVHD,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
靖江新闻綜合高清,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?auth=654837809071524@615@2E9A5FD0B225B012E3178551CF3754A8&BVUUID=C236454D-5355-2F5F-FA96-1887C72E55CE
张家界2台,http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
荆门新闻,http://live.jmtv.com.cn/xwzh/sd/live.m3u8
荆门教育,http://live.jmtv.com.cn/ggsh/sd/live.m3u8
荆门公共农谷,http://live.jmtv.com.cn/ngpd/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
新郑综合,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
建安电视台,http://live.dxhmt.cn:9081/tv/11003-1.m3u8
孟州电视台,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
罗山电视台,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432
浙江6套,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江公共频道,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江留学频道,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8?k=e50bfc43311fc5aecad39f294634bb01&t=1577153817
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
之江纪录,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
之江纪录,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
淳安电视台,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
新疆天山(定海神针),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
黄花城水长城02,http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
仙都风景区,http://gctxyc.liveplay.myqcloud.com/gc/xdfjq01_1/index.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
武汉综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉电视,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
重庆新闻,http://stream3.xiancity.cn/5/sd/live.m3u8
河北经济,http://ls.qingting.fm/live/4546579.m3u8
河北公共,http://ls.qingting.fm/live/91019.m3u8
浙江民生,http://ls.qingting.fm/live/23891.m3u8
浙江经济生活,http://ls.qingting.fm/live/1099.m3u8
福州综合,http://ls.qingting.fm/live/1861.m3u8
福州影视,http://ls.qingting.fm/live/4911.m3u8
福州生活,http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
叶县一套,http://ls.qingting.fm/live/345.m3u8
娄底公共,http://ls.qingting.fm/live/1738915.m3u8
陕西公共,http://ls.qingting.fm/live/1222.m3u8
西安白鸽,http://ls.qingting.fm/live/2473319.m3u8
亳州新闻频道,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.m3u8
亳州农村频道,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.m3u8
六安新闻综合,http://ls.qingting.fm/live/267.m3u8
六安公共频道,http://ls.qingting.fm/live/1794199.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8
万盛新闻综合,http://stream0.tv41.ru/live.m3u8
衡水公共频道,http://ls.qingting.fm/live/2810.m3u8
湖南经视,http://ls.qingting.fm/live/1207.m3u8
南京影视,http://ls.qingting.fm/live/28138.m3u8
南京生活,http://ls.qingting.fm/live/2227017.m3u8
南京娱乐,http://ls.qingting.fm/live/62628.m3u8
南京十八,http://ls.qingting.fm/live/28140.m3u8
南京少儿,http://ls.qingting.fm/live/3701149.m3u8
万载综合频道,http://ls.qingting.fm/live/273.m3u8
吉林教育,http://ls.qingting.fm/live/2131011.m3u8
通化新闻,http://ls.qingting.fm/live/60808.m3u8
农安新闻综合,http://ls.qingting.fm/live/1288.m3u8
巴中综合频道,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
CGTN-国际电视台,https://live.cgtn.com/1000/prog_index.m3u8
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1704038399-0-0-9b2442b7b11f661edfe71bc7a3a3a5a2
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1704038399-0-0-a0b56187fea04cf4f776c0b23cf5f547
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1704038399-0-0-35f354ebd7cf85af1104fa76d623c1c6
江陵综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv01.m3u8?auth_key=1704038399-0-0-bf99cff97b68e2bec58f626f876f75f3
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
郧阳新闻综合,http://58.19.198.159:2021/hls1.m3u8
红安综合,http://hongan-live21.cjyun.org/10063/s10063-HAZH.m3u8?auth_key=1704038399-0-0-636fa13407289721c04902585b40acec
